gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
0,0,2,3,0,2005-12-09 15:52:36,2012-11-26 14:23:40,1751.875,2545,349.0,505.875,33.5,0,0,94.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
1,0,0,1,3,2012-01-17 00:32:03,2013-08-26 03:39:09,115.0,588,29.0,45.0,5.0,0,0,5.0,5.0,1.0,0.0,89.0,0.594368207936839,493
1,0,0,0,1,2005-12-11 23:00:18,2017-01-30 03:32:02,70.0,4069,9.0,12.0,1.0,0,0,3.0,1.0,6.0,14.0,46.0,1.05714931610548,1074
1,1,0,1,2,2011-02-10 20:50:06,2017-05-01 18:21:12,118.0,2273,29.0,27.0,2.0,0,0,10.0,4.0,23.0,21.0,59.0,1.02771709743701,841
1,1,0,2,3,2007-02-02 18:34:37,2016-10-08 14:37:37,425.0,3537,309.0,64.0,20.0,0,0,17.0,5.0,7.0,3.0,282.0,0.831953524648453,917
1,1,0,2,3,2008-04-10 16:25:06,2014-04-25 22:21:25,553.0,2207,70.0,121.0,18.0,0,0,5.0,7.0,6.0,15.0,518.0,0.831953524648453,917
1,1,0,3,3,2006-08-30 23:40:01,2017-08-27 17:08:55,1751.875,4016,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
0,0,2,0,3,2012-08-22 22:18:16,2012-12-16 01:47:01,54.0,117,9.0,5.0,0.0,0,0,50.0,1.0,0.0,3.0,0.0,0.411985187306913,297
1,0,0,0,1,2015-10-08 09:09:05,2016-05-04 08:01:09,56.0,210,15.0,17.0,0.0,0,0,2.0,1.0,0.0,0.0,53.0,1.05714931610548,1074
0,0,2,0,3,2006-02-25 21:00:29,2013-09-15 19:59:20,85.0,2760,38.0,20.0,0.0,0,0,7.0,0.0,17.0,8.0,49.0,0.411985187306913,297
1,0,0,1,1,2011-02-12 15:29:08,2017-07-09 02:09:17,207.0,2340,40.0,56.0,3.0,0,0,2.0,0.0,0.0,1.0,204.0,0.997535302103113,994
1,1,2,0,0,2013-03-26 15:22:09,2016-06-13 00:37:29,67.0,1176,13.0,10.0,1.0,0,0,1.0,0.0,5.0,0.0,59.0,1.86500803160946,1277
1,1,0,0,2,2014-12-08 21:56:44,2015-07-06 17:53:05,75.0,211,13.0,17.0,0.0,0,0,41.0,3.0,1.0,2.0,28.0,0.800528377424059,664
1,1,0,2,3,2010-04-25 18:26:44,2017-05-19 21:12:06,659.0,2582,292.0,89.0,5.0,0,0,109.0,20.0,4.0,53.5,56.0,0.831953524648453,917
0,0,2,2,1,2015-10-22 01:35:34,2017-09-25 21:13:26,695.0,705,168.0,277.0,33.5,0,1,19.0,20.0,19.0,40.0,562.0,0.982449108801872,752
2,0,1,1,0,2009-11-21 19:03:56,2017-04-18 17:49:08,110.0,2706,30.0,14.0,5.0,0,0,1.0,0.0,2.0,1.0,106.0,1.29126262950745,974
0,0,2,0,1,2014-08-04 12:56:32,2014-09-09 15:16:04,51.0,37,2.0,6.0,1.0,0,0,45.0,0.0,0.0,3.0,3.0,1.05714931610548,1074
0,0,2,2,0,2011-06-04 20:34:42,2017-06-24 20:40:57,424.0,2213,168.0,374.0,0.0,0,0,2.0,0.0,0.0,0.0,235.0,1.20440316450483,647
1,1,0,3,3,2007-11-10 17:10:48,2017-06-26 12:30:27,1751.875,3517,157.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
0,0,2,0,0,2014-02-18 07:00:12,2015-12-04 15:10:42,78.0,655,17.0,10.0,0.0,0,0,1.0,0.0,1.0,0.0,76.0,1.86500803160946,1277
0,0,2,3,0,2006-09-09 18:07:05,2012-09-08 11:17:33,904.0,2192,179.0,404.0,33.5,0,0,5.0,13.0,47.5,7.0,823.0,0.865617488080534,412
2,0,1,0,2,2013-01-11 07:34:46,2013-10-25 00:45:44,60.0,288,19.0,33.0,0.0,0,0,8.0,0.0,19.0,3.0,28.0,0.800528377424059,664
1,1,0,3,2,2007-04-24 13:43:56,2016-12-06 11:31:31,1751.875,3515,339.0,368.0,24.0,0,0,40.0,3.0,18.0,22.0,1317.875,1.00522694513289,817
1,0,0,0,3,2012-10-01 04:31:23,2015-08-27 22:12:18,52.0,1061,3.0,1.0,0.0,0,0,52.0,0.0,0.0,0.0,0.0,0.411985187306913,297
2,0,1,2,2,2006-10-24 20:50:14,2015-03-24 20:39:55,301.0,3074,49.0,44.0,7.0,0,0,7.0,0.0,0.0,7.0,287.0,0.915024129447388,978
1,0,0,0,1,2017-03-30 01:28:05,2017-10-01 01:34:10,63.0,186,17.0,36.0,2.0,0,0,1.0,0.0,0.0,1.0,44.0,1.05714931610548,1074
1,1,2,2,0,2006-03-03 03:43:49,2014-04-23 16:02:33,513.0,2974,37.0,119.0,12.0,1,0,2.0,11.0,6.0,7.0,431.0,1.20440316450483,647
0,0,2,3,1,2008-07-28 21:52:25,2014-05-02 00:19:20,1751.875,2105,349.0,505.875,33.5,0,0,22.0,20.0,47.5,53.5,1317.875,0.661673179614133,477
1,1,0,2,3,2013-06-13 00:18:01,2017-09-09 21:19:06,327.0,1550,97.0,116.0,17.0,0,0,21.0,0.0,18.0,9.0,274.0,0.831953524648453,917
1,1,0,3,3,2011-04-30 07:26:15,2014-02-09 10:08:08,1751.875,1017,145.0,290.0,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,2,3,1,2010-03-12 06:25:37,2017-09-23 14:48:04,1751.875,2753,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,0.661673179614133,477
2,0,1,2,3,2010-05-15 23:17:03,2017-08-21 14:34:46,775.0,2656,88.0,174.0,28.0,1,0,19.0,20.0,18.0,30.0,599.0,0.831953524648453,917
1,0,0,1,1,2011-04-29 06:00:29,2016-05-01 19:36:49,135.0,1830,22.0,30.0,0.0,0,0,100.0,0.0,6.0,3.0,25.0,0.997535302103113,994
1,0,0,2,0,2008-09-17 19:48:29,2013-08-04 15:08:43,398.0,1783,24.0,17.0,1.0,0,0,2.0,0.0,0.0,0.0,395.0,1.20440316450483,647
1,0,0,0,0,2015-10-06 15:36:43,2015-10-25 18:38:49,61.0,20,2.0,6.0,0.0,0,0,52.0,4.0,0.0,4.0,1.0,1.86500803160946,1277
1,1,2,2,1,2007-07-03 20:33:45,2017-09-27 01:42:31,252.0,3740,66.0,99.0,0.0,0,0,13.0,0.0,0.0,2.0,215.0,0.982449108801872,752
2,0,1,0,2,2015-07-16 07:58:29,2016-11-11 03:44:58,81.0,485,14.0,66.0,0.0,0,0,2.0,0.0,3.0,3.0,60.0,0.800528377424059,664
0,0,2,3,0,2009-12-30 14:36:18,2017-09-28 03:52:45,1057.0,2830,344.0,505.875,5.0,0,0,4.0,0.0,1.0,1.0,1040.0,0.865617488080534,412
1,1,0,1,3,2009-03-19 12:05:17,2012-10-26 23:38:17,114.0,1318,33.0,38.0,8.0,0,0,8.0,0.0,0.0,0.0,104.0,0.594368207936839,493
0,0,2,3,1,2006-07-21 03:50:01,2017-09-25 00:27:48,1751.875,4085,349.0,505.875,32.0,0,0,2.0,20.0,47.5,53.5,1317.875,0.661673179614133,477
0,0,2,3,1,2010-02-19 19:40:38,2016-07-04 04:02:05,1476.0,2328,182.0,264.0,33.5,0,0,1.0,6.0,43.0,53.5,1197.0,0.661673179614133,477
0,0,2,2,1,2017-03-23 23:14:10,2017-09-27 16:15:31,408.0,189,44.0,294.0,3.0,0,0,32.0,2.0,4.0,20.0,312.0,0.982449108801872,752
0,0,2,0,3,2015-07-14 00:20:53,2015-07-14 23:01:02,59.0,1,1.0,3.0,0.0,0,0,58.0,0.0,0.0,0.0,0.0,0.411985187306913,297
1,0,0,3,2,2006-12-26 00:10:55,2015-02-26 04:12:25,1751.875,2985,105.0,505.875,9.0,1,0,109.0,20.0,32.0,53.5,1041.0,1.00522694513289,817
0,0,2,2,3,2007-06-08 16:37:23,2015-05-17 21:53:28,447.0,2901,85.0,60.0,8.0,0,0,78.0,12.0,12.0,14.0,314.0,0.831953524648453,917
1,0,0,0,3,2006-04-20 05:23:24,2014-08-26 12:05:00,74.0,3051,25.0,25.0,0.0,0,0,14.0,2.0,3.0,2.0,45.0,0.411985187306913,297
1,1,0,0,3,2009-05-31 06:31:58,2012-09-12 09:13:42,85.0,1201,13.0,26.0,1.0,0,0,18.0,0.0,1.0,15.0,30.0,0.411985187306913,297
0,0,2,0,0,2014-04-14 17:06:56,2014-05-04 13:20:33,54.0,21,4.0,36.0,0.0,0,0,2.0,0.0,0.0,0.0,50.0,1.86500803160946,1277
1,1,2,1,3,2008-11-13 17:32:36,2016-11-26 05:50:52,178.0,2936,46.0,66.0,6.0,0,0,27.0,2.0,0.0,2.0,131.0,0.594368207936839,493
1,1,2,1,0,2010-08-17 03:13:03,2016-01-07 03:56:51,213.0,1970,109.0,135.0,1.0,0,0,10.0,6.0,4.0,1.0,176.0,1.29126262950745,974
1,0,0,2,0,2015-12-27 06:01:00,2017-06-18 13:51:41,441.0,540,193.0,204.0,9.0,0,0,2.0,0.0,0.0,1.0,438.0,1.20440316450483,647
0,0,2,2,3,2004-08-06 12:37:08,2017-08-19 14:07:43,831.0,4762,280.0,455.0,33.5,0,0,13.0,20.0,47.5,53.5,549.0,0.831953524648453,917
1,1,0,2,2,2006-05-08 15:32:31,2017-02-21 16:06:31,450.0,3943,57.0,59.0,8.0,0,0,11.0,1.0,3.0,0.0,415.0,0.915024129447388,978
0,0,2,3,2,2006-02-18 10:43:05,2017-09-01 22:35:55,917.0,4214,349.0,469.0,33.5,0,0,6.0,19.0,4.0,3.0,863.0,1.00522694513289,817
0,0,2,0,1,2007-09-06 22:09:24,2012-08-21 19:30:32,71.0,1812,13.0,18.0,0.0,0,0,9.0,3.0,29.0,1.0,29.0,1.05714931610548,1074
0,0,2,1,3,2015-01-22 19:19:27,2017-01-29 14:29:41,119.0,739,19.0,35.0,9.0,0,0,36.0,2.0,5.0,8.0,68.0,0.594368207936839,493
0,0,2,1,1,2007-05-16 19:09:23,2017-07-03 01:47:19,155.0,3702,36.0,70.0,5.0,0,0,45.0,2.0,4.0,3.0,95.0,0.997535302103113,994
2,2,2,2,0,2010-12-23 00:46:44,2012-07-05 21:21:43,246.0,561,65.0,126.0,0.0,0,0,1.0,0.0,0.0,0.0,245.0,1.20440316450483,647
2,0,1,3,2,2010-05-09 23:46:40,2017-09-29 04:29:49,1751.875,2701,349.0,230.0,4.0,0,0,1.0,0.0,0.0,0.0,1317.875,1.00522694513289,817
1,0,0,1,1,2013-03-05 22:05:02,2017-01-30 02:08:02,96.0,1428,24.0,41.0,3.0,0,0,14.0,0.0,1.0,1.0,71.0,0.997535302103113,994
2,2,1,0,2,2010-09-05 18:45:29,2014-02-11 00:06:45,74.0,1256,9.0,17.0,1.0,0,0,41.0,4.0,0.0,0.0,25.0,0.800528377424059,664
2,0,1,2,2,2012-12-14 15:52:47,2017-09-26 03:13:20,620.0,1748,152.0,259.0,22.0,1,1,35.0,20.0,13.0,23.0,477.0,0.915024129447388,978
0,0,2,1,0,2010-08-10 13:25:07,2012-01-15 06:58:53,208.0,524,65.0,135.0,0.0,0,0,1.0,0.0,0.0,0.0,149.0,1.29126262950745,974
0,0,2,1,1,2010-08-26 21:21:51,2017-06-09 05:42:22,219.0,2480,122.0,190.0,0.0,0,0,2.0,0.0,0.0,2.0,206.0,0.997535302103113,994
0,0,2,1,2,2007-07-16 22:19:25,2013-05-19 21:56:53,184.0,2135,110.0,99.0,12.0,0,0,12.0,2.0,8.0,7.0,147.0,1.02771709743701,841
0,0,2,1,1,2011-08-07 19:22:51,2017-09-06 21:49:46,144.0,2223,51.0,60.0,10.0,0,0,16.0,1.0,0.0,2.0,125.0,0.997535302103113,994
1,0,0,3,3,2016-05-30 00:12:40,2017-09-28 13:32:51,1751.875,487,188.0,505.875,11.0,0,0,16.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,0,0,3,3,2006-08-15 11:00:47,2012-04-08 10:57:50,1751.875,2064,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
0,0,2,0,2,2006-07-28 09:29:06,2017-01-11 15:33:04,89.0,3821,24.0,31.0,2.0,0,0,9.0,0.0,11.0,1.0,59.0,0.800528377424059,664
0,0,2,0,0,2009-08-11 01:47:44,2017-07-22 14:02:40,55.0,2903,24.0,27.0,2.0,0,0,1.0,0.0,0.0,1.0,53.0,1.86500803160946,1277
0,0,2,2,3,2006-03-15 15:02:44,2016-05-18 09:07:12,696.0,3718,128.0,310.0,33.5,0,0,13.0,0.0,2.0,12.0,543.0,0.831953524648453,917
1,1,0,3,3,2005-04-02 22:45:03,2017-05-17 09:07:10,1751.875,4429,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,0,0,3,2009-10-14 16:19:38,2014-06-09 15:04:31,61.0,1700,28.0,28.0,1.0,0,0,8.0,0.0,0.0,4.0,49.0,0.411985187306913,297
1,1,2,3,3,2010-04-11 19:55:05,2017-06-28 11:04:18,1751.875,2636,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,0,1,3,2014-08-22 14:35:59,2014-09-05 16:51:25,113.0,15,6.0,8.0,5.0,0,0,11.0,0.0,0.0,0.0,102.0,0.594368207936839,493
1,0,0,0,2,2009-12-09 18:02:05,2015-02-05 21:51:52,77.0,1885,29.0,21.0,0.0,0,0,29.0,15.0,1.0,13.0,15.0,0.800528377424059,664
1,0,0,2,3,2008-06-07 00:46:30,2014-02-27 19:45:02,360.0,2092,170.0,185.0,14.0,0,0,29.0,0.0,7.0,2.0,315.0,0.831953524648453,917
1,1,0,2,3,2006-06-13 01:45:03,2017-04-07 11:11:48,710.0,3952,88.0,243.0,10.0,0,0,77.0,19.0,7.0,29.0,504.0,0.831953524648453,917
1,1,0,2,1,2006-10-28 15:51:43,2017-01-05 01:14:34,229.0,3723,95.0,106.0,6.0,0,0,15.0,0.0,18.0,5.0,190.0,0.982449108801872,752
0,0,2,3,0,2015-04-01 20:09:57,2017-09-30 20:38:30,1171.0,914,187.0,317.0,1.0,0,0,21.0,0.0,5.0,15.0,1078.0,0.865617488080534,412
1,0,0,1,1,2008-08-27 23:52:04,2012-07-27 20:46:38,134.0,1431,54.0,70.0,10.0,0,0,6.0,0.0,11.0,0.0,93.0,0.997535302103113,994
0,0,2,2,3,2006-12-17 02:46:14,2014-01-26 10:32:30,623.0,2598,80.0,412.0,2.0,0,0,109.0,20.0,11.0,23.0,406.0,0.831953524648453,917
0,0,2,2,1,2015-07-13 04:01:10,2017-09-28 15:13:04,426.0,809,60.0,125.0,14.0,1,0,7.0,0.0,2.0,17.0,281.0,0.982449108801872,752
1,1,2,0,2,2009-06-08 18:33:01,2014-05-05 14:04:29,84.0,1793,21.0,17.0,0.0,0,0,58.0,1.0,0.0,10.0,8.0,0.800528377424059,664
0,0,2,1,0,2011-10-29 04:31:15,2017-08-20 20:04:35,112.0,2123,47.0,55.0,1.0,0,0,4.0,16.0,0.0,1.0,87.0,1.29126262950745,974
0,0,2,0,0,2015-01-25 23:38:03,2017-09-21 20:15:13,68.0,971,30.0,32.0,4.0,0,0,1.0,2.0,3.0,0.0,61.0,1.86500803160946,1277
1,1,2,2,0,2009-12-27 19:56:54,2012-11-25 22:32:54,715.0,1065,269.0,83.0,0.0,0,0,9.0,1.0,16.0,5.0,247.0,1.20440316450483,647
1,1,2,1,0,2011-10-03 18:44:22,2016-12-01 17:26:02,139.0,1887,20.0,55.0,2.0,0,0,1.0,0.0,0.0,0.0,127.0,1.29126262950745,974
1,0,0,1,3,2009-02-25 01:23:18,2014-03-11 15:37:13,159.0,1841,61.0,44.0,5.0,0,0,42.0,0.0,5.0,3.0,108.0,0.594368207936839,493
0,0,2,0,3,2012-08-20 05:25:37,2012-09-10 23:51:56,54.0,22,10.0,27.0,2.0,0,0,5.0,0.0,0.0,0.0,49.0,0.411985187306913,297
0,0,2,3,2,2007-08-02 06:17:36,2017-10-01 04:47:24,1751.875,3714,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,0,0,0,1,2006-09-03 14:47:27,2015-12-04 02:10:34,57.0,3380,19.0,24.0,1.0,0,0,7.0,3.0,1.0,6.0,39.0,1.05714931610548,1074
1,0,0,1,1,2010-08-10 02:37:56,2012-08-24 00:36:56,95.0,746,37.0,33.0,2.0,0,0,1.0,7.0,1.0,1.0,80.0,0.997535302103113,994
0,0,2,2,2,2011-01-24 18:21:28,2013-05-21 00:40:17,730.0,849,123.0,78.0,2.0,0,0,27.0,0.0,1.0,36.0,219.0,0.915024129447388,978
1,0,0,1,2,2014-12-14 04:46:31,2016-07-25 19:10:35,95.0,590,28.0,22.0,2.0,0,0,2.0,0.0,2.0,0.0,78.0,1.02771709743701,841
1,1,2,2,1,2010-03-04 01:00:01,2012-04-09 19:30:28,286.0,768,72.0,80.0,1.0,0,0,4.0,1.0,0.0,1.0,280.0,0.982449108801872,752
1,0,0,1,2,2016-04-30 12:27:06,2017-04-23 11:42:09,135.0,359,32.0,80.0,8.0,0,0,52.0,0.0,0.0,11.0,68.0,1.02771709743701,841
0,0,2,0,1,2012-01-30 00:03:48,2012-03-15 17:23:30,67.0,46,6.0,58.0,0.0,0,0,1.0,0.0,0.0,1.0,65.0,1.05714931610548,1074
0,0,2,0,2,2013-08-13 18:13:07,2013-10-20 01:32:41,67.0,69,12.0,23.0,0.0,0,0,34.0,2.0,6.0,1.0,16.0,0.800528377424059,664
0,0,2,1,0,2016-07-24 21:00:19,2016-12-11 16:54:12,184.0,141,35.0,109.0,2.0,0,0,1.0,0.0,1.0,1.0,179.0,1.29126262950745,974
0,0,2,1,0,2009-05-31 20:24:56,2013-12-14 04:59:24,121.0,1659,19.0,32.0,1.0,0,0,1.0,3.0,38.0,20.0,59.0,1.29126262950745,974
0,0,2,1,1,2005-06-27 16:37:17,2015-02-26 12:45:52,129.0,3532,54.0,14.0,0.0,0,0,1.0,0.0,9.0,2.0,109.0,0.997535302103113,994
1,1,2,1,2,2013-07-08 23:01:09,2017-01-31 03:49:23,156.0,1304,28.0,20.0,3.0,0,0,14.0,0.0,0.0,7.0,129.0,1.02771709743701,841
0,0,2,0,0,2015-10-09 02:16:54,2015-12-28 17:00:40,80.0,81,14.0,28.0,3.0,0,0,3.0,0.0,5.0,1.0,69.0,1.86500803160946,1277
0,0,2,2,0,2017-01-31 11:28:23,2017-09-24 13:45:28,283.0,237,71.0,36.0,0.0,0,0,1.0,5.0,0.0,11.0,46.0,1.20440316450483,647
0,0,2,2,3,2008-03-30 06:47:50,2014-05-28 00:20:19,257.0,2251,27.0,49.0,0.0,0,0,11.0,2.0,16.0,53.0,161.0,0.831953524648453,917
1,1,0,1,3,2013-03-27 18:09:08,2017-06-16 14:38:13,173.0,1543,29.0,26.0,0.0,0,0,77.0,4.0,3.0,35.0,23.0,0.594368207936839,493
0,0,2,3,0,2007-03-05 17:22:21,2017-09-30 22:27:23,1751.875,3863,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
0,0,2,2,0,2013-06-04 05:15:42,2017-09-17 05:28:02,789.0,1567,327.0,200.0,2.0,0,0,5.0,6.0,12.0,0.0,752.0,1.20440316450483,647
0,0,2,3,3,2010-01-31 09:04:37,2015-07-11 11:41:06,1751.875,1988,349.0,505.0,33.5,0,0,22.0,6.0,47.5,31.0,1317.875,1.48165413798567,1596
0,0,2,0,1,2014-08-29 21:45:01,2014-10-11 16:21:55,52.0,44,8.0,3.0,1.0,0,0,15.0,0.0,0.0,0.0,37.0,1.05714931610548,1074
1,0,0,2,3,2007-04-19 16:23:10,2013-03-17 03:37:30,572.0,2160,43.0,186.0,2.0,0,0,109.0,6.0,9.0,53.5,218.0,0.831953524648453,917
1,0,0,2,1,2011-01-17 14:27:31,2017-09-16 16:59:30,612.0,2435,210.0,88.0,33.5,0,0,1.0,0.0,0.0,0.0,608.0,0.982449108801872,752
1,0,0,2,3,2009-01-22 12:51:53,2017-04-06 16:07:25,832.0,2997,169.0,125.0,5.0,0,0,68.0,4.0,27.0,5.0,720.0,0.831953524648453,917
1,0,0,2,3,2005-03-16 03:24:25,2012-09-13 15:09:31,536.0,2739,129.0,177.0,3.0,0,0,9.0,15.0,47.5,23.0,365.0,0.831953524648453,917
0,0,2,3,2,2008-06-11 15:47:55,2017-03-25 21:08:47,1539.0,3210,255.0,202.0,16.0,0,0,16.0,17.0,47.5,17.0,1317.875,1.00522694513289,817
0,0,2,1,2,2006-01-20 17:30:49,2017-06-30 08:17:00,193.0,4180,50.0,61.0,3.0,0,0,7.0,6.0,11.0,9.0,160.0,1.02771709743701,841
0,0,2,0,1,2011-09-28 22:07:09,2016-01-26 13:05:36,71.0,1582,22.0,27.0,1.0,0,0,2.0,2.0,5.0,3.0,56.0,1.05714931610548,1074
1,1,2,0,2,2013-08-31 02:13:44,2017-08-12 23:59:20,76.0,1443,17.0,41.0,23.0,0,0,12.0,1.0,0.0,1.0,40.0,0.800528377424059,664
1,1,2,1,3,2016-09-05 22:00:00,2017-06-16 00:00:53,174.0,285,19.0,54.0,2.0,0,0,47.0,1.0,7.0,5.0,95.0,0.594368207936839,493
1,0,0,0,1,2009-08-11 23:17:43,2015-05-19 00:25:10,76.0,2108,28.0,27.0,2.0,0,0,1.0,0.0,0.0,0.0,71.0,1.05714931610548,1074
0,0,2,0,3,2013-02-14 11:19:07,2013-05-02 10:11:59,52.0,78,5.0,7.0,2.0,0,0,29.0,0.0,2.0,1.0,20.0,0.411985187306913,297
0,0,2,2,3,2007-05-13 12:39:11,2012-09-01 11:02:17,332.0,1939,21.0,14.0,1.0,0,0,54.0,0.0,3.0,0.0,275.0,0.831953524648453,917
0,0,2,2,3,2007-02-16 20:51:24,2017-08-28 11:38:42,581.0,3847,187.0,266.0,12.0,0,0,45.0,15.0,28.0,2.0,461.0,0.831953524648453,917
1,1,0,0,2,2010-10-24 14:17:59,2017-03-13 17:40:31,50.0,2333,15.0,8.0,3.0,0,0,4.0,0.0,3.0,1.0,42.0,0.800528377424059,664
1,1,2,3,3,2009-01-05 17:40:51,2012-12-01 17:47:11,1069.0,1427,45.0,140.0,33.5,0,0,15.0,0.0,47.5,33.0,846.0,1.48165413798567,1596
0,0,2,2,3,2012-07-14 15:47:27,2014-08-30 02:14:33,391.0,778,76.0,115.0,23.0,0,0,1.0,0.0,11.0,3.0,344.0,0.831953524648453,917
0,0,2,0,1,2004-03-01 06:59:30,2017-03-11 22:57:19,80.0,4759,39.0,43.0,1.0,0,0,11.0,5.0,3.0,31.0,21.0,1.05714931610548,1074
0,0,2,0,0,2007-11-09 09:13:10,2012-04-05 06:46:08,77.0,1610,30.0,68.0,0.0,0,0,1.0,0.0,0.0,1.0,37.0,1.86500803160946,1277
0,0,2,1,2,2005-02-24 03:50:47,2017-09-16 04:17:24,162.0,4588,37.0,98.0,4.0,0,0,8.0,10.0,8.0,8.0,119.0,1.02771709743701,841
0,0,2,3,0,2005-12-12 23:23:57,2017-09-01 23:55:15,1751.875,4282,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
0,0,2,0,2,2008-07-21 18:48:42,2014-10-23 01:08:53,83.0,2286,15.0,14.0,2.0,0,0,2.0,0.0,0.0,2.0,79.0,0.800528377424059,664
1,1,0,2,1,2005-12-11 16:04:36,2016-10-30 07:06:47,227.0,3977,70.0,75.0,6.0,0,0,6.0,20.0,2.0,14.0,154.0,0.982449108801872,752
1,0,0,3,0,2013-11-14 17:40:20,2017-10-01 20:07:30,1751.875,1418,349.0,505.875,33.5,0,0,109.0,5.0,47.5,53.5,1317.875,0.865617488080534,412
1,1,2,3,1,2009-01-25 15:57:29,2017-09-16 22:01:44,1751.875,3157,349.0,412.0,33.5,0,0,87.0,20.0,47.5,20.0,1317.875,0.661673179614133,477
0,0,2,1,1,2008-06-02 15:53:59,2016-06-12 07:30:12,144.0,2933,47.0,132.0,0.0,0,0,2.0,0.0,0.0,1.0,131.0,0.997535302103113,994
0,0,2,1,1,2013-01-15 18:56:51,2013-02-22 19:10:02,213.0,39,12.0,131.0,3.0,0,0,1.0,0.0,0.0,8.0,182.0,0.997535302103113,994
1,1,0,1,2,2011-10-09 06:59:08,2017-07-10 16:27:49,129.0,2102,5.0,8.0,1.0,0,0,40.0,0.0,0.0,2.0,82.0,1.02771709743701,841
1,1,0,2,3,2007-10-12 03:16:24,2017-08-14 20:24:31,506.0,3595,102.0,99.0,22.0,0,0,67.0,1.0,7.0,6.0,424.0,0.831953524648453,917
0,0,2,0,1,2012-05-25 14:42:46,2012-09-04 13:56:35,63.0,103,8.0,24.0,0.0,0,0,13.0,1.0,11.0,26.0,12.0,1.05714931610548,1074
1,1,2,1,2,2015-10-03 17:28:54,2017-09-23 16:37:00,181.0,722,28.0,69.0,0.0,0,0,72.0,20.0,5.0,7.0,54.0,1.02771709743701,841
1,1,2,0,2,2010-08-03 21:25:29,2013-07-22 14:05:59,51.0,1085,36.0,36.0,0.0,0,0,13.0,1.0,0.0,0.0,20.0,0.800528377424059,664
0,0,2,2,0,2017-05-16 15:12:47,2017-09-30 08:35:00,237.0,138,61.0,65.0,33.5,0,0,1.0,0.0,0.0,0.0,219.0,1.20440316450483,647
2,0,1,0,2,2015-10-22 02:29:12,2015-12-03 23:28:04,57.0,43,10.0,20.0,3.0,0,1,5.0,3.0,1.0,0.0,45.0,0.800528377424059,664
2,2,1,1,0,2009-11-09 08:22:45,2014-05-21 11:11:57,123.0,1655,24.0,22.0,4.0,0,0,1.0,0.0,0.0,0.0,122.0,1.29126262950745,974
2,2,2,0,0,2016-12-14 16:00:27,2017-09-27 08:18:48,61.0,288,15.0,14.0,2.0,0,1,37.0,0.0,0.0,1.0,16.0,1.86500803160946,1277
1,0,0,2,2,2010-02-24 17:10:25,2012-03-21 22:15:38,265.0,757,35.0,92.0,0.0,0,0,1.0,5.0,16.0,39.0,148.0,0.915024129447388,978
1,1,0,3,3,2008-02-27 23:53:18,2015-07-18 16:17:01,956.0,2699,154.0,219.0,26.0,0,0,98.0,18.0,36.0,53.5,646.0,1.48165413798567,1596
0,0,2,0,1,2012-12-02 21:53:24,2015-09-13 10:51:37,55.0,1016,15.0,36.0,0.0,0,0,4.0,5.0,0.0,0.0,27.0,1.05714931610548,1074
2,2,1,2,1,2015-03-04 16:22:44,2017-05-29 16:58:08,468.0,818,124.0,78.0,15.0,0,0,11.0,0.0,47.5,39.0,367.0,0.982449108801872,752
1,1,2,2,2,2007-03-17 15:39:12,2013-06-07 22:06:08,565.0,2275,156.0,165.0,16.0,0,0,43.0,18.0,47.5,53.5,226.0,0.915024129447388,978
0,0,2,1,1,2008-06-27 19:09:35,2013-08-29 20:09:59,110.0,1890,31.0,28.0,2.0,0,0,64.0,0.0,0.0,1.0,44.0,0.997535302103113,994
0,0,2,3,1,2014-05-29 03:15:32,2017-07-14 06:24:37,1751.875,1143,191.0,285.0,33.5,0,0,6.0,20.0,46.0,15.0,1317.875,0.661673179614133,477
1,1,0,3,1,2008-05-06 01:30:22,2014-03-21 23:18:24,856.0,2146,233.0,46.0,6.0,0,0,4.0,1.0,13.0,10.0,719.0,0.661673179614133,477
1,1,2,3,0,2013-11-23 15:37:43,2016-01-29 21:35:05,1088.0,798,61.0,505.875,0.0,0,0,2.0,4.0,3.0,53.5,567.0,0.865617488080534,412
